state,district,enrol_total_vol,enrol_stability,bio_total_vol,bio_stability,demo_total_vol,enrol_child_sum,bio_child_sum,health_index,cluster,risk_category
Telangana,Kamareddy,146.0,4.748320884556414,15241.0,7.819534507920387,24445.0,144.0,7963.0,11.004429839706882,2,Moderate
Karnataka,Bangalore Rural,393.0,3.105836949660331,38035.0,6.220724752597783,48234.0,267.0,18760.0,11.02004527514988,1,Critical Risk
Arunachal Pradesh,Tawang,50.0,6.225207729349612,2464.0,7.972934213662519,951.0,43.0,1866.0,11.061553185195914,2,Moderate
Nagaland,Noklak,284.0,7.210986698499507,747.0,7.546138327018742,447.0,246.0,227.0,11.062414298946885,2,Moderate
Jammu And Kashmir,Punch,565.0,4.694772060914567,46370.0,6.723472173370923,23435.0,548.0,25883.0,11.114011769560577,2,Moderate
Assam,Karbi Anglong,5189.0,3.5264043760423553,39206.0,6.6694645913357515,31121.0,4107.0,25507.0,11.132897739106937,2,Moderate
Tamil Nadu,Tirupattur,104.0,4.726024533754573,12111.0,7.571166811484476,9352.0,102.0,8965.0,11.135324655547722,2,Moderate
Assam,Darrang,3205.0,4.506400365537511,26265.0,5.821157830769434,28319.0,1914.0,16240.0,11.155361641333334,2,Moderate
Punjab,Malerkotla,154.0,5.665068071786798,13787.0,7.73269333522458,15099.0,146.0,5712.0,11.160324864628173,2,Moderate
Andhra Pradesh,N. T. R,143.0,3.9227216832534495,13559.0,7.0529065190510165,38070.0,97.0,6788.0,11.183039570741533,1,Critical Risk
Arunachal Pradesh,East Kameng,93.0,6.499269828291002,4297.0,7.389381289039079,1422.0,79.0,2690.0,11.201336288979737,2,Moderate
Telangana,Mahabubabad,254.0,5.713847993738358,10180.0,7.043181348640729,23410.0,253.0,5922.0,11.222458830520884,2,Moderate
Chhattisgarh,Koriya,505.0,4.583620883797387,60897.0,7.2661852898270824,31735.0,504.0,19055.0,11.242126742427416,2,Moderate
West Bengal,South Twenty Four Parganas,1129.0,4.840162736454624,33382.0,6.888373885605431,42066.0,1125.0,7977.0,11.288820451242263,2,Moderate
Kerala,Idukki,299.0,4.628668017101613,47933.0,7.205347110522471,15492.0,271.0,19715.0,11.290999505625289,2,Moderate
Himachal Pradesh,Shimla,182.0,3.4733622194063836,39727.0,7.4677236403733716,15742.0,161.0,19863.0,11.299060817385644,1,Critical Risk
Andhra Pradesh,Khammam,264.0,4.301861017243956,40958.0,7.533133602792464,32368.0,264.0,15536.0,11.301770967685048,2,Moderate
Gujarat,Arvalli,439.0,5.3598014077360085,29669.0,7.185764899679805,8096.0,322.0,19089.0,11.318068131735261,2,Moderate
Arunachal Pradesh,Papum Pare,246.0,6.688810533186564,9259.0,7.394650678652075,4922.0,241.0,4835.0,11.338146306945518,2,Moderate
Chhattisgarh,Kondagaon,1063.0,3.6520558157567025,57346.0,7.957031384086927,61964.0,1054.0,17291.0,11.340079914784049,2,Moderate
Tamil Nadu,The Nilgiris,435.0,5.1716448420821255,44104.0,7.554020979790553,15273.0,430.0,22599.0,11.390847027868082,2,Moderate
Gujarat,Tapi,356.0,4.650288621741723,40025.0,7.153706929324818,12190.0,205.0,16731.0,11.39585344687196,2,Moderate
Assam,Sivasagar,218.0,7.518217525973249,0.0,0.0,0.0,113.0,0.0,11.41198060049955,2,Moderate
Uttarakhand,Almora,139.0,3.4938801223126936,32409.0,7.562007723499478,15786.0,131.0,16853.0,11.432001029730799,1,Critical Risk
Haryana,Gurugram,832.0,7.298583444536131,0.0,0.0,0.0,625.0,0.0,11.461785199836351,2,Moderate
Karnataka,Gulbarga,706.0,5.177732797818137,64465.0,7.2633033245266265,23699.0,703.0,21236.0,11.484310732312862,2,Moderate
Jammu And Kashmir,Doda,1055.0,6.0349949753784555,36775.0,7.097278004141308,11372.0,1023.0,19427.0,11.500853071831306,2,Moderate
Lakshadweep,Lakshadweep,11.0,2.0877965855419696,4820.0,7.110178177906832,1176.0,10.0,2226.0,11.505669216251366,1,Critical Risk
Karnataka,Mysore,216.0,4.261238114706895,54518.0,7.438233573514652,21231.0,214.0,17825.0,11.517103751125738,1,Critical Risk
Madhya Pradesh,East Nimar,1521.0,6.207295686448261,40363.0,6.584932767164435,9607.0,1500.0,10364.0,11.518375236542067,2,Moderate
West Bengal,Dinajpur Uttar,5193.0,5.543406022038785,0.0,0.0,0.0,4859.0,0.0,11.52272297721198,2,Moderate
Odisha,Jajapur,501.0,4.547023408787663,60113.0,7.067755569417216,26733.0,499.0,28274.0,11.548447957111039,2,Moderate
Assam,Golaghat,5968.0,3.8281787179590525,20154.0,6.537480858553385,27924.0,4047.0,12369.0,11.559695644212384,2,Moderate
Punjab,Shaheed Bhagat Singh Nagar,145.0,3.8346882536641784,30500.0,7.318348907373137,6344.0,101.0,13729.0,11.580931715043535,1,Critical Risk
Karnataka,Chamrajanagar,239.0,4.973031329127369,28965.0,7.25753775306066,15211.0,216.0,15916.0,11.606457245251331,2,Moderate
Jammu And Kashmir,Kargil,140.0,7.251619229883964,2921.0,7.707942998127707,2045.0,139.0,1848.0,11.61782820699098,2,Moderate
Haryana,Charkhi Dadri,19.0,3.2347270430210235,9788.0,6.14948684789771,12095.0,19.0,3023.0,11.640715616901653,1,Critical Risk
Uttar Pradesh,Bhadohi,281.0,6.780556729841748,6540.0,7.168028715906698,11780.0,277.0,3621.0,11.661181462554858,2,Moderate
Andhra Pradesh,Annamayya,153.0,3.2375892482318593,9712.0,6.6398565158114,33634.0,48.0,5790.0,11.710581177217392,1,Critical Risk
Meghalaya,South Garo Hills,3873.0,6.024677903606597,1285.0,6.363060950135592,4004.0,2427.0,584.0,11.712295263371349,2,Moderate
Karnataka,Bengaluru Rural,1351.0,7.2546771297519355,10.0,0.810843145380411,79.0,730.0,5.0,11.722017417449477,2,Moderate
Odisha,JAJPUR,505.0,5.433526317562347,36548.0,7.395208241835432,18582.0,456.0,20905.0,11.72292064981097,2,Moderate
Tripura,South Tripura,810.0,5.1042559886928025,57556.0,7.164764199650215,30679.0,804.0,22883.0,11.764493213964322,2,Moderate
Uttar Pradesh,Mahoba,1041.0,4.965901230531218,46339.0,8.351583342816987,32304.0,1029.0,31178.0,11.767360932223045,2,Moderate
Tripura,Unakoti,206.0,5.895690577344943,15733.0,7.3188257591659704,3643.0,179.0,11699.0,11.77925705478079,2,Moderate
Telangana,Sangareddy,479.0,5.1713704498122315,22079.0,7.792708993635604,37288.0,468.0,14012.0,11.810469387697982,2,Moderate
Manipur,Bishnupur,601.0,4.739904541221804,30309.0,6.691038921903723,42055.0,559.0,19678.0,11.823531049214523,2,Moderate
Jammu And Kashmir,Samba,56.0,4.005431606388939,11225.0,7.658623447861786,5120.0,47.0,6837.0,11.872019125380278,1,Critical Risk
Chhattisgarh,Bijapur,3123.0,5.738112886265528,27884.0,7.278605771261449,13047.0,1761.0,10757.0,11.880818894937855,2,Moderate
Assam,Hailakandi,1752.0,5.910609464911533,21123.0,5.968466788222957,21302.0,1441.0,14201.0,11.907113859693075,2,Moderate
Tripura,Gomati,215.0,5.912790900660075,14702.0,6.8652799663997355,9761.0,204.0,11757.0,11.914684439039366,2,Moderate
Karnataka,Ramanagar,390.0,4.7060339547936785,40922.0,7.211225651964695,34834.0,379.0,20055.0,11.927062578987552,2,Moderate
Manipur,Churachandpur,3382.0,5.534020922938158,18812.0,7.215947455282881,19273.0,3274.0,11461.0,11.959031008327814,2,Moderate
Odisha,Gajapati,336.0,4.2088282133334385,59008.0,7.224945874022452,21388.0,318.0,30085.0,11.984545339126097,1,Critical Risk
Karnataka,Mysuru,711.0,4.010303692497078,54589.0,7.352435412215816,37185.0,463.0,32289.0,11.988508089918442,2,Moderate
Nagaland,Shamator,244.0,7.8712399712047185,170.0,6.514862691651647,433.0,221.0,36.0,11.993542844991438,2,Moderate
Nagaland,Mon,1605.0,6.970393123235382,14044.0,7.659628648278976,4662.0,1434.0,5267.0,12.021420348992514,2,Moderate
Kerala,Kottayam,856.0,4.94578381095044,78215.0,7.296986382849143,30210.0,804.0,30704.0,12.08120023921085,2,Moderate
Manipur,Jiribam,92.0,7.816777761716504,1966.0,6.7364851724907675,1997.0,91.0,452.0,12.115257421700317,2,Moderate
Gujarat,Dohad,8000.0,4.454388198963423,15716.0,7.789743843133769,5212.0,7330.0,2168.0,12.124264821898686,2,Moderate
Tripura,Khowai,143.0,6.069826347585332,9166.0,7.193241351072386,3511.0,99.0,7029.0,12.13946455212582,2,Moderate
Mizoram,Aizawl,297.0,4.408632237902528,37677.0,6.468299073448932,12892.0,236.0,26633.0,12.1774457918036,1,Critical Risk
Madhya Pradesh,Khandwa,1314.0,5.709689490174647,59018.0,6.794031416525316,17730.0,1232.0,36298.0,12.188028388198749,2,Moderate
Andhra Pradesh,Hyderabad,1009.0,4.891516890953576,105744.0,7.534744083294678,36206.0,1008.0,23363.0,12.192185897304245,2,Moderate
Goa,South Goa,172.0,3.520690903768116,30584.0,6.817318439414643,16238.0,108.0,15915.0,12.197860133366982,1,Critical Risk
Arunachal Pradesh,Kra Daadi,63.0,7.778824639439763,1240.0,7.257696571983652,514.0,59.0,717.0,12.202650274851809,2,Moderate
Madhya Pradesh,Anuppur,362.0,4.138175769572896,71350.0,6.349742086775096,26195.0,349.0,31994.0,12.21769805108363,1,Critical Risk
Uttar Pradesh,Chitrakoot,2450.0,4.384986070130055,62732.0,6.0074336826591175,44546.0,2436.0,42495.0,12.246704473402946,2,Moderate
Telangana,Bhadradri Kothagudem,721.0,5.832437647770298,21603.0,7.772602600629649,33729.0,682.0,11882.0,12.250628274987681,2,Moderate
Karnataka,Kodagu,116.0,4.802006600772745,17305.0,7.052735177303281,11481.0,75.0,8269.0,12.273521764667402,2,Moderate
Jharkhand,Deoghar,3806.0,3.3612044976737385,67426.0,6.501357209340351,60060.0,3679.0,33194.0,12.29596927664054,2,Moderate
Arunachal Pradesh,Namsai,55.0,6.418122042610235,6003.0,7.6014005760032815,2135.0,54.0,3561.0,12.30024559170484,2,Moderate
Goa,North Goa,245.0,3.9503001131929985,37771.0,7.060890746092839,18843.0,146.0,18320.0,12.315631260861048,1,Critical Risk
Gujarat,Narmada,125.0,3.3247416893791524,39198.0,7.182922011793654,14757.0,96.0,15333.0,12.317622204253414,1,Critical Risk
Odisha,Boudh,247.0,6.307403230809341,24307.0,7.057705961919281,9187.0,245.0,12444.0,12.326784448611114,2,Moderate
Assam,Kokrajhar,2090.0,5.917569988753116,28859.0,6.1150591557766205,22669.0,1572.0,18300.0,12.355436658011431,2,Moderate
Karnataka,Uttara Kannada,251.0,3.898939095110363,43156.0,7.264636995507197,30631.0,221.0,23598.0,12.37182564493432,1,Critical Risk
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,97.0,7.044842900240061,4595.0,6.6478733381637864,19811.0,93.0,1060.0,12.388707854879991,2,Moderate
Jammu And Kashmir,Udhampur,360.0,5.522077186371214,45477.0,7.585034841602649,16850.0,349.0,22370.0,12.413829758972945,2,Moderate
Uttarakhand,Pithoragarh,155.0,4.746327829152936,30183.0,7.867418121030827,14702.0,146.0,15610.0,12.423643368063688,2,Moderate
Telangana,Komaram Bheem,189.0,6.309466263257644,9677.0,7.046957176374277,27458.0,189.0,4930.0,12.434875799675181,2,Moderate
Madhya Pradesh,Alirajpur,3759.0,5.163085191833111,62133.0,6.20207407394707,21594.0,3390.0,33490.0,12.435362392288956,2,Moderate
Karnataka,Udupi,253.0,4.414156886809592,34625.0,7.2636793133103845,27375.0,210.0,20128.0,12.446995701416382,2,Moderate
Gujarat,Navsari,304.0,3.645629913763169,45552.0,7.19385680631992,29602.0,201.0,24168.0,12.478614474908289,1,Critical Risk
Jharkhand,Jamtara,1290.0,5.7604503054038965,39641.0,7.186383834370547,33003.0,1274.0,17787.0,12.489926458910414,2,Moderate
Odisha,Jharsuguda,86.0,3.539397729023007,25856.0,7.632954741127044,16786.0,86.0,13438.0,12.493127682957647,1,Critical Risk
Uttarakhand,Tehri Garhwal,337.0,4.627613363917811,57281.0,7.456031315985834,25868.0,324.0,27362.0,12.513770315727132,2,Moderate
Jharkhand,Simdega,607.0,5.707514315493972,62711.0,6.410254964549296,26085.0,594.0,20497.0,12.516434621741576,2,Moderate
Tripura,Dhalai,643.0,6.339002838760062,34968.0,7.237317781934506,15425.0,607.0,20943.0,12.524809375282045,2,Moderate
Nagaland,Wokha,440.0,7.9287639892368595,6927.0,5.966999200211612,1905.0,410.0,1973.0,12.533599288824323,2,Moderate
West Bengal,Haora,919.0,5.923946099525038,27755.0,7.6063839976020455,39895.0,917.0,5290.0,12.540341660271912,2,Moderate
Telangana,Mancherial,170.0,5.972376170012437,12409.0,7.950228299989196,27123.0,169.0,7258.0,12.5460881589364,2,Moderate
Gujarat,The Dangs,260.0,6.123312227954723,27950.0,7.335782261940054,6581.0,186.0,12787.0,12.587886601770098,2,Moderate
Assam,Bongaigaon,851.0,5.137766989078222,36608.0,7.727645991304817,39124.0,626.0,24633.0,12.5965474338431,2,Moderate
Madhya Pradesh,Shahdol,887.0,3.6967939929134546,94572.0,6.894663306999762,54777.0,828.0,45413.0,12.60606929884291,2,Moderate
Karnataka,Ballari,331.0,4.641503793216415,37360.0,7.210562654341485,24399.0,267.0,25151.0,12.606476852753701,2,Moderate
Madhya Pradesh,Harda,401.0,6.334808160581241,37769.0,5.56612915085432,10167.0,383.0,18957.0,12.607095055813813,2,Moderate
Manipur,Tamenglong,663.0,7.47531716334287,7854.0,7.727373853153972,10431.0,634.0,4067.0,12.616969053946777,2,Moderate
Telangana,Jogulamba Gadwal,301.0,6.266128150005107,11330.0,7.474504028342139,33576.0,299.0,6006.0,12.63276306118755,2,Moderate
Karnataka,Shivamogga,225.0,4.110775043908133,33654.0,7.073547727517063,24751.0,182.0,21668.0,12.65330957980073,1,Critical Risk
Telangana,Siddipet,175.0,5.287344272135495,16209.0,8.176990349436895,35961.0,174.0,10041.0,12.68245945118053,2,Moderate
Assam,Dibrugarh,3167.0,5.60502866439844,26735.0,7.060507978093246,26519.0,1675.0,14970.0,12.683332397299415,2,Moderate
Gujarat,Amreli,833.0,5.044748431217451,68514.0,7.263430624967084,27888.0,587.0,33978.0,12.700800127231645,2,Moderate
Uttarakhand,Bageshwar,67.0,4.956248011397558,21495.0,7.68575872828615,6928.0,65.0,8018.0,12.701872860467905,2,Moderate
Telangana,Vikarabad,508.0,5.1782944216517865,14223.0,6.764272610005465,60549.0,506.0,7987.0,12.761149174622744,2,Moderate
Odisha,Angul,427.0,4.752119584542307,64050.0,6.997195509875717,29458.0,413.0,32303.0,12.824337430259089,2,Moderate
Meghalaya,Ri Bhoi,7970.0,4.894844992505285,4524.0,5.4524467837469155,8216.0,4598.0,2847.0,12.86847272528571,2,Moderate
Rajasthan,Jaisalmer,1171.0,6.322761083985836,44977.0,7.302090559689554,21384.0,1120.0,25276.0,12.869447430162625,2,Moderate
Jharkhand,Pakur,2953.0,4.974436274835231,37287.0,6.300323377274364,45461.0,2908.0,21113.0,12.88232979063039,2,Moderate
Assam,South Salmara Mankachar,410.0,7.278000680251299,4848.0,8.210460171318447,21047.0,364.0,2855.0,12.883375984583168,2,Moderate
Karnataka,Bellary,597.0,5.555338823902587,68247.0,7.447070716744441,27380.0,596.0,29044.0,12.946164411473205,2,Moderate
Tripura,North Tripura,442.0,6.12674582215236,47498.0,7.1876323471373755,14931.0,416.0,23177.0,12.954687031390355,2,Moderate
Chhattisgarh,Bastar,1814.0,3.489035611711115,94384.0,6.245424385693728,79431.0,1808.0,27648.0,13.012701243478396,2,Moderate
Telangana,Wanaparthy,401.0,7.075604597709622,9974.0,7.577890087365034,25180.0,401.0,4693.0,13.036221388968587,2,Moderate
Kerala,Wayanad,251.0,6.238213964325487,36853.0,7.50694088682508,18065.0,233.0,12585.0,13.044687211981653,2,Moderate
Tamil Nadu,Dharmapuri,899.0,3.9110219168273135,104858.0,7.185490503568454,41380.0,851.0,67201.0,13.049750710852464,2,Moderate
Kerala,Alappuzha,1023.0,5.168240371805484,87629.0,7.3541937959257195,36835.0,892.0,34603.0,13.063181683841233,2,Moderate
Odisha,Sambalpur,322.0,4.87262452396106,52322.0,7.296771925608645,30320.0,321.0,26688.0,13.067520050950629,2,Moderate
Jammu And Kashmir,Kathua,319.0,5.607977235282569,40116.0,7.293526188127373,20430.0,310.0,23058.0,13.081394511702602,2,Moderate
Jharkhand,Seraikela-Kharsawan,991.0,5.910194914967883,64174.0,7.518265554976392,28739.0,961.0,29138.0,13.090087226051114,2,Moderate
Arunachal Pradesh,Upper Subansiri,67.0,7.501531168047921,4166.0,7.620079774040371,1549.0,55.0,2462.0,13.092507380172638,2,Moderate
Telangana,Suryapet,299.0,5.742154642957165,20093.0,7.714511781443972,45789.0,297.0,9015.0,13.10788615185504,2,Moderate
Jammu And Kashmir,Baramula,592.0,5.197793365994313,61866.0,7.075738367315958,36690.0,528.0,28508.0,13.149848677205142,2,Moderate
Bihar,Sheohar,1195.0,6.459707872120528,32682.0,7.189602455882897,31480.0,1184.0,12986.0,13.203493200640338,2,Moderate
Punjab,Tarn Taran,293.0,4.587074766211902,80702.0,7.012827607656158,27415.0,273.0,26674.0,13.240590021055029,2,Moderate
Jharkhand,Ramgarh,1077.0,6.209627699851538,37237.0,7.014411048504627,35460.0,1066.0,17337.0,13.255230479998206,2,Moderate
Gujarat,Bharuch,606.0,4.073149473142784,76378.0,7.312958991508301,49806.0,508.0,38361.0,13.264404482585574,2,Moderate
Gujarat,Gandhinagar,1575.0,3.902982036541279,76564.0,6.088106000942214,64588.0,837.0,33686.0,13.270034829276003,2,Moderate
Assam,Lakhimpur,2473.0,5.8928481575546225,29772.0,7.411380049844728,35412.0,1825.0,17189.0,13.314720253174558,2,Moderate
Jharkhand,Gumla,2618.0,4.933684055574206,87878.0,6.482186693554308,46753.0,2524.0,33578.0,13.403542563690069,2,Moderate
Tamil Nadu,Sivaganga,706.0,4.993084973122719,95190.0,7.452990908936168,34296.0,685.0,43566.0,13.429256071220447,2,Moderate
Uttarakhand,Rudraprayag,82.0,4.924685828803052,24178.0,8.169409348562265,7834.0,82.0,11684.0,13.457221133278882,2,Moderate
Jharkhand,Chatra,2854.0,5.030528389425105,67692.0,7.020239692110273,47296.0,2819.0,32491.0,13.472354683812194,2,Moderate
West Bengal,Coochbehar,2270.0,8.048197381331489,0.0,0.0,0.0,2087.0,0.0,13.474430416928703,2,Moderate
Karnataka,Chikkaballapur,310.0,5.259973707958454,41933.0,7.042358847627223,36221.0,296.0,21218.0,13.503952206811984,2,Moderate
Gujarat,Patan,2944.0,5.659908540378521,73949.0,7.238429798240395,29559.0,2228.0,35135.0,13.528627068602638,2,Moderate
Karnataka,Tumkur,188.0,4.736748975604349,64761.0,7.572820427157641,26300.0,188.0,20241.0,13.544589985947244,2,Moderate
West Bengal,Darjeeling,3352.0,4.943797250888735,40102.0,7.195510325155807,53637.0,2579.0,13781.0,13.573331792125403,2,Moderate
Uttarakhand,Nainital,534.0,4.209052509091114,69361.0,7.940134619920052,49100.0,458.0,37930.0,13.581379056473486,2,Moderate
Madhya Pradesh,Agar Malwa,450.0,8.002670177476201,16813.0,7.549492915768312,9884.0,421.0,5721.0,13.591538425096243,2,Moderate
Jharkhand,Garhwa,1550.0,5.373207307699681,99458.0,5.354765030926023,40273.0,1535.0,41415.0,13.595971184488231,2,Moderate
Punjab,Rupnagar,106.0,3.5163394758131155,45453.0,6.468650100267287,13705.0,93.0,17432.0,13.61068654524917,1,Critical Risk
Assam,Kamrup,4355.0,4.842500875022755,43252.0,6.535936608406663,44584.0,3370.0,30056.0,13.61118337423752,2,Moderate
Arunachal Pradesh,Lower Dibang Valley,51.0,8.312435957435852,2248.0,8.128943508184541,1157.0,49.0,1373.0,13.634990631262664,2,Moderate
Assam,Goalpara,3017.0,5.719692440638785,27624.0,7.303470392004034,40567.0,2220.0,17021.0,13.6428677551889,2,Moderate
Rajasthan,Pratapgarh,1151.0,5.431488643321083,56287.0,6.983991516020128,48556.0,1133.0,32886.0,13.644015856028217,2,Moderate
Telangana,Nirmal,109.0,6.038589106886334,13324.0,7.895033371238066,33846.0,106.0,6240.0,13.645806802501639,2,Moderate
Gujarat,Jamnagar,1080.0,4.890439783688996,81102.0,7.073570050218435,45719.0,799.0,40890.0,13.659344117151168,2,Moderate
Uttarakhand,Pauri Garhwal,179.0,4.224920766574401,43759.0,7.951937453700837,21130.0,165.0,24167.0,13.67060155891791,1,Critical Risk
Tamil Nadu,Nagapattinam,732.0,5.467511979256308,80677.0,7.524912015521841,38029.0,732.0,35304.0,13.693861690154154,2,Moderate
Uttarakhand,Chamoli,84.0,4.022238057657824,28402.0,7.439181774741308,11790.0,77.0,13657.0,13.69537287593218,1,Critical Risk
Punjab,Hoshiarpur,619.0,4.175103777588511,92764.0,7.30618634716217,46549.0,401.0,33856.0,13.698311126662091,2,Moderate
Assam,Tinsukia,4500.0,5.518170821638777,19249.0,7.1289072576760795,35249.0,2867.0,12082.0,13.701286834651894,2,Moderate
Assam,Sonitpur,3696.0,5.366698625766622,30117.0,7.607932210041331,43576.0,2723.0,17454.0,13.70671423406453,2,Moderate
Jammu And Kashmir,Bandipore,351.0,7.333649246359265,20373.0,7.572266720902876,15894.0,308.0,10653.0,13.73149872961173,2,Moderate
Telangana,Yadadri.,206.0,6.42910146222453,12674.0,7.424390382281914,39872.0,205.0,6847.0,13.73617461626328,2,Moderate
Tripura,West Tripura,839.0,5.143045848460583,92260.0,7.14620695437797,44346.0,764.0,36094.0,13.759999582433661,2,Moderate
Tamil Nadu,Viluppuram,781.0,6.05576809374005,85466.0,7.709943972464015,35788.0,781.0,22410.0,13.781932011657668,2,Moderate
Andhra Pradesh,Anakapalli,20.0,1.268908900627118,6723.0,6.615958577584901,13460.0,12.0,3542.0,13.792055420034458,1,Critical Risk
West Bengal,24 Paraganas North,2970.0,7.985338555643002,0.0,0.0,0.0,2458.0,0.0,13.812518408110527,2,Moderate
Madhya Pradesh,Ashok Nagar,1452.0,5.3219101248608185,74376.0,7.2317965913135245,45017.0,1285.0,44837.0,13.823367046212967,2,Moderate
Tamil Nadu,Karur,657.0,6.361703074779899,57807.0,7.677211847363678,27344.0,654.0,27884.0,13.86541182424857,2,Moderate
Gujarat,Mahesana,1201.0,4.765190338043747,99913.0,6.485726684520134,50217.0,908.0,42954.0,13.875874741642436,2,Moderate
Odisha,Kendrapara,805.0,5.3991004606545925,78386.0,7.4904524307791736,39919.0,757.0,39572.0,13.88799235225605,2,Moderate
Odisha,Rayagada,710.0,6.137932522760822,60299.0,7.53680019662131,32371.0,707.0,29681.0,13.890725550095851,2,Moderate
Madhya Pradesh,Dindori,250.0,3.394197500644847,61476.0,5.525967110338725,47417.0,249.0,33514.0,13.916338829602005,1,Critical Risk
Odisha,Kandhamal,448.0,5.740505964083541,59939.0,7.307841808560532,32045.0,440.0,28794.0,13.97687251687124,2,Moderate
Tamil Nadu,Ariyalur,485.0,5.698486578050051,77473.0,7.085189514975802,23351.0,405.0,31344.0,13.977423206957429,2,Moderate
Chhattisgarh,Balrampur,1597.0,5.394941254649611,52243.0,7.6715217452619315,60301.0,1528.0,20113.0,14.006892052812612,2,Moderate
Gujarat,Valsad,1630.0,5.3400412480763855,84024.0,7.1660764851145355,48343.0,1406.0,39767.0,14.024989232063298,2,Moderate
Odisha,Jagatsinghapur,332.0,6.153659368634284,48402.0,7.6755858150204945,15689.0,308.0,26341.0,14.089311098404178,2,Moderate
Maharashtra,Mumbai City,615.0,5.0171100641433855,47571.0,7.7171865946382,51875.0,449.0,28377.0,14.0913214714413,2,Moderate
Punjab,Pathankot,82.0,3.7836761061300472,26596.0,7.491759791654492,14496.0,67.0,12987.0,14.106187992230021,1,Critical Risk
Tamil Nadu,Thiruvarur,819.0,5.86494195568406,72799.0,7.513958297346133,37780.0,816.0,36203.0,14.109490169892771,2,Moderate
Odisha,Khorda,820.0,5.022966359043995,94322.0,7.197662460521722,37598.0,655.0,48461.0,14.136879887319157,2,Moderate
Bihar,Munger,3642.0,5.030796615982975,50471.0,6.419278404239189,55947.0,3534.0,21620.0,14.161285185368591,2,Moderate
Chhattisgarh,Surajpur,727.0,6.019446081464509,71822.0,7.792898378896822,42067.0,720.0,24586.0,14.177026795919112,2,Moderate
Assam,Marigaon,3752.0,5.621121858894447,33936.0,6.8284489895238325,43810.0,2928.0,19361.0,14.182049545399392,2,Moderate
Odisha,Nayagarh,294.0,5.281740239108999,62023.0,7.2990811848547175,23512.0,283.0,30489.0,14.221773905877011,2,Moderate
Assam,Kamrup Metro,3392.0,6.603196592147306,26762.0,7.131319851774453,26191.0,2055.0,14584.0,14.230200978415983,2,Moderate
Nagaland,Kiphire,745.0,9.03226938436986,4310.0,6.425925895473591,1958.0,693.0,1576.0,14.261836897359736,2,Moderate
Jammu And Kashmir,Rajouri,603.0,6.998110282577225,55736.0,7.727955323379862,15808.0,594.0,29902.0,14.297820807723069,2,Moderate
Punjab,Fazilka,281.0,4.943699935943134,61395.0,7.96667388878828,31662.0,271.0,29691.0,14.3013760436176,2,Moderate
Gujarat,Anand,1364.0,5.02850810036916,113695.0,7.217289545186667,39149.0,828.0,50966.0,14.306333999701229,2,Moderate
Arunachal Pradesh,Dibang Valley,3.0,6.966155774489534,471.0,6.580683910394059,160.0,3.0,313.0,14.330226301008167,2,Moderate
Jharkhand,Koderma,1126.0,7.397666175915181,38143.0,7.1024566321209965,24185.0,1114.0,17953.0,14.333271599184814,2,Moderate
Uttarakhand,Champawat,97.0,5.8271088153725445,23214.0,8.060014212896398,12505.0,96.0,11728.0,14.363820392246506,2,Moderate
Assam,Hojai,1762.0,7.3405238260116175,29002.0,8.032949326970648,25308.0,1607.0,15271.0,14.382026075048259,2,Moderate
Karnataka,Bijapur,935.0,6.992083334363485,55110.0,7.524412613921471,30382.0,930.0,20574.0,14.395994008227401,2,Moderate
Gujarat,Junagadh,660.0,5.538771694958575,102672.0,7.1521646909720165,38045.0,568.0,33995.0,14.396821199843272,2,Moderate
Odisha,Bargarh,828.0,5.965770455835993,81807.0,7.417963308155213,35471.0,825.0,42130.0,14.449067469830867,2,Moderate
Andhra Pradesh,Spsr Nellore,1016.0,9.216307889205321,0.0,0.0,0.0,713.0,0.0,14.452025047222246,2,Moderate
Bihar,Kaimur (Bhabua),4792.0,4.0474511509597315,78157.0,6.923843663204262,67018.0,4707.0,37550.0,14.452755119202953,2,Moderate
Odisha,Puri,578.0,5.89692771729758,74923.0,7.740215528577087,32863.0,574.0,37188.0,14.463546464051454,2,Moderate
Karnataka,Gadag,369.0,6.379854043540976,40725.0,7.304604725190014,28744.0,349.0,22744.0,14.478475740901828,2,Moderate
Gujarat,Panchmahals,1451.0,6.123195340073587,104768.0,7.57567951977239,32470.0,1122.0,39189.0,14.494287067494216,2,Moderate
Bihar,Sheikhpura,1955.0,7.165783957314215,40423.0,8.017155457403351,28088.0,1934.0,16884.0,14.500904225767231,2,Moderate
Karnataka,Vijayapura,934.0,6.538203663628745,53092.0,7.372302663326686,31971.0,842.0,35601.0,14.545924150958733,2,Moderate
Chhattisgarh,Mungeli,357.0,3.9577273784263203,82567.0,6.840546880412567,70564.0,355.0,28914.0,14.573726838471975,2,Moderate
Gujarat,Surendra Nagar,2002.0,5.9446189771954305,95711.0,7.0053931647974235,38759.0,1665.0,44699.0,14.5926682014505,2,Moderate
Jharkhand,West Singhbhum,2637.0,4.673454195021112,131186.0,7.759856101926156,59305.0,2589.0,58306.0,14.598958466205648,2,Moderate
Jammu And Kashmir,Ganderbal,70.0,6.2702968438009385,13696.0,7.8285323315159205,7529.0,59.0,7268.0,14.633765326530273,2,Moderate
Telangana,Khammam,1088.0,5.566244691428652,62170.0,7.893322314589904,53808.0,1079.0,44451.0,14.657433911015497,2,Moderate
